targetname,datetime_jd,datetime_str,M1,x,k1,y,z,vx,vy,vz,lighttime,range,range_rate
ATLAS (C/2025 N1),2460035.5,A.D. 2023-Apr-01 00:00:00.0000,12.5,11.45489986628165,4.5,-30.17932746904209,1.436598091761299,-0.01349663762377129,0.0309148347935721,-0.001378838285084501,0.1866189958513347,32.31207748671493,-0.03372028283528083
ATLAS (C/2025 N1),2460065.5,A.D. 2023-May-01 00:00:00.0000,12.5,11.0499502125443,4.5,-29.25176279454029,1.39522722120342,-0.01350003123735295,0.03092290512082089,-0.001379224050871222,0.1807759089813237,31.3003783569232,-0.03372638111447271
ATLAS (C/2025 N1),2460095.5,A.D. 2023-May-31 00:00:00.0000,12.5,10.64489610731738,4.5,-28.32394727123161,1.353844387025086,-0.01350361158378565,0.03093156483999391,-0.001379636101074711,0.1749317359293862,30.28849116056078,-0.03373282482455277
ATLAS (C/2025 N1),2460125.5,A.D. 2023-Jun-30 00:00:00.0000,12.5,10.23973110603614,4.5,-27.39586265445568,1.312448768858522,-0.01350743036036812,0.03094084752208726,-0.001380077164758344,0.1690864153098727,29.27640526903195,-0.03373962532114226
ATLAS (C/2025 N1),2460155.5,A.D. 2023-Jul-30 00:00:00.0000,12.5,9.834447844173566,4.5,-26.46748968602146,1.271039417996695,-0.01351150041654193,0.03095080304846021,-0.001380551540864105,0.1632398856095781,28.26411003165541,-0.03374678845224417
ATLAS (C/2025 N1),2460185.5,A.D. 2023-Aug-29 00:00:00.0000,12.5,9.429038118424758,4.5,-25.53880720793581,1.229615330458318,-0.0135158646428865,0.03096148688259065,-0.001381060606691465,0.1573920819543513,27.25159421582009,-0.03375432693207525
ATLAS (C/2025 N1),2460215.5,A.D. 2023-Sep-28 00:00:00.0000,12.5,9.023492964906021,4.5,-24.60979271041441,1.188175363395398,-0.01352052570199497,0.03097294716131256,-0.001381611892013071,0.1515429408914053,26.23884683501648,-0.03376222212075011
ATLAS (C/2025 N1),2460245.5,A.D. 2023-Oct-28 00:00:00.0000,12.5,8.617803949490817,4.5,-23.6804214192905,1.146718110799606,-0.01352545719276147,0.03098530199086856,-0.00138221335006035,0.1456924000503731,25.22585709015033,-0.03377049800128807
ATLAS (C/2025 N1),2460275.5,A.D. 2023-Nov-27 00:00:00.0000,12.5,8.21196245499108,4.5,-22.75066416094177,1.105242019426427,-0.0135306966263351,0.03099870202145295,-0.001382869083376519,0.13984038770025,24.21261256138315,-0.03377921464465512
ATLAS (C/2025 N1),2460305.5,A.D. 2023-Dec-27 00:00:00.0000,12.5,7.805958639545595,4.5,-21.82048730666556,1.063745342241876,-0.01353628458241359,0.03101330124393973,-0.001383587558533865,0.1339868235792864,23.19909935182378,-0.03378841551769004
ATLAS (C/2025 N1),2460335.5,A.D. 2024-Jan-26 00:00:00.0000,12.5,7.399781474857236,4.5,-20.8898520002528,1.022226058645307,-0.01354226954648331,0.03102930486623781,-0.00138437663608397,0.1281316188778303,22.18530208455769,-0.03379816802396975
ATLAS (C/2025 N1),2460365.5,A.D. 2024-Feb-25 00:00:00.0000,12.5,6.993417413546191,4.5,-19.95871299550151,0.9806819696617748,-0.01354875916874321,0.03104691223822452,-0.001385243229522535,0.1222746726912452,21.17120328848862,-0.03380851869245666
ATLAS (C/2025 N1),2460395.5,A.D. 2024-Mar-26 00:00:00.0000,12.5,6.586850078961635,4.5,-19.02701923774388,0.9391105467677291,-0.0135558288755484,0.0310663247521257,-0.001386202101197481,0.1164158815739151,20.15678505256339,-0.03381945912701414
ATLAS (C/2025 N1),2460425.5,A.D. 2024-Apr-25 00:00:00.0000,12.5,6.180061396427705,4.5,-18.09471250362359,0.8975087542966436,-0.01356353156269144,0.03108783494836937,-0.001387270088269795,0.1105551434907034,19.14202970994578,-0.03383099861520873
ATLAS (C/2025 N1),2460455.5,A.D. 2024-May-25 00:00:00.0000,12.5,5.773030891284802,4.5,-17.16172471844634,0.8558730615767651,-0.01357196408200566,0.03111179179062783,-0.001388466154208251,0.1046923541317052,18.12691919993559,-0.03384313231173215
ATLAS (C/2025 N1),2460485.5,A.D. 2024-Jun-24 00:00:00.0000,12.5,5.365735381541332,4.5,-16.22797622756084,0.8141992310566066,-0.01358121051384193,0.03113863158850846,-0.001389818040864943,0.0988274134820734,17.11143620549887,-0.03385582231545154
