targetname,datetime_jd,datetime_str,M1,x,k1,y,z,vx,vy,vz,lighttime,range,range_rate
ATLAS (C/2025 N1),2460766.5,A.D. 2025-Apr-01 00:00:00.0000,12.5,1.530601917568638,4.5,-7.415043425930507,0.4203660700978495,-0.01374753499538393,0.03175369684133152,-0.001422824163046985,0.04379591921066602,7.583028344361475,-0.03390402089570338
ATLAS (C/2025 N1),2460767.5,A.D. 2025-Apr-02 00:00:00.0000,12.5,1.516853863067363,4.5,-7.383287209611452,0.4189431028459085,-0.01374857477587006,0.03175874351723682,-0.001423110820511784,0.04360011009896685,7.54912504764205,-0.03390256545126029
ATLAS (C/2025 N1),2460768.5,A.D. 2025-Apr-03 00:00:00.0000,12.5,1.503104766479846,4.5,-7.351525923350068,0.4175198474903399,-0.01374961916746811,0.03176383683142115,-0.001423400377466532,0.04340430951703313,7.515223227805736,-0.03390106696565335
ATLAS (C/2025 N1),2460769.5,A.D. 2025-Apr-04 00:00:00.0000,12.5,1.489354623196401,4.5,-7.319759520189851,0.4160963011100126,-0.01375066816710087,0.03176897742226852,-0.001423692877337906,0.04320851771631247,7.481322928389329,-0.03389952444344433
ATLAS (C/2025 N1),2460770.5,A.D. 2025-Apr-05 00:00:00.0000,12.5,1.475603428611093,4.5,-7.287987952530094,0.414672460739943,-0.0137517217703388,0.03177416593982462,-0.001423988364401364,0.04301273495407461,7.447424193937708,-0.03389793686377932
ATLAS (C/2025 N1),2460771.5,A.D. 2025-Apr-06 00:00:00.0000,12.5,1.461851178123116,4.5,-7.256211172114114,0.4132483233704403,-0.0137527799713488,0.03177940304604981,-0.001424286883801711,0.04281696149356051,7.41352707002963,-0.03389630317963801
ATLAS (C/2025 N1),2460772.5,A.D. 2025-Apr-07 00:00:00.0000,12.5,1.448097867138219,4.5,-7.224429130017199,0.4118238859462255,-0.01375384276283902,0.03178468941507945,-0.001424588481574396,0.04262119760413561,7.379631603304271,-0.0338946223170585
ATLAS (C/2025 N1),2460773.5,A.D. 2025-Apr-08 00:00:00.0000,12.5,1.434343491070197,4.5,-7.192641776634301,0.4103991453655286,-0.01375491013599994,0.03179002573349191,-0.001424893204667474,0.04242544356144769,7.345737841488575,-0.03389289317433645
ATLAS (C/2025 N1),2460774.5,A.D. 2025-Apr-09 00:00:00.0000,12.5,1.42058804534244,4.5,-7.160849061667466,0.4089740984791665,-0.01375598208044192,0.03179541270058422,-0.001425201100964272,0.04222969964758966,7.31184583342541,-0.0338911146211977
ATLAS (C/2025 N1),2460775.5,A.D. 2025-Apr-10 00:00:00.0000,12.5,1.406831525389546,4.5,-7.129050934112955,0.4075487420895955,-0.01375705858412905,0.03180085102865594,-0.001425512219306751,0.04203396615126684,7.277955629102549,-0.0338892854979436
ATLAS (C/2025 N1),2460776.5,A.D. 2025-Apr-11 00:00:00.0000,12.5,1.393073926658998,4.5,-7.097247342248113,0.4061230729499412,-0.01375813963330979,0.0318063414433012,-0.001425826609519518,0.04183824336796949,7.244067279682549,-0.03388740461456793
ATLAS (C/2025 N1),2460777.5,A.D. 2025-Apr-12 00:00:00.0000,12.5,1.379315244612921,4.5,-7.065438233617919,0.4046970877630009,-0.01375922521244384,0.03181188468370919,-0.001426144322434632,0.0416425316001505,7.210180837533505,-0.03388547074984416
ATLAS (C/2025 N1),2460778.5,A.D. 2025-Apr-13 00:00:00.0000,12.5,1.365555474729906,4.5,-7.033623555021235,0.4032707831802279,-0.01376031530412574,0.0318174815029733,-0.001426465409917062,0.04144683115740841,7.17629635626074,-0.03388348265038207
ATLAS (C/2025 N1),2460779.5,A.D. 2025-Apr-14 00:00:00.0000,12.5,1.351794612506915,4.5,-7.001803252496744,0.4018441558006817,-0.01376140988900462,0.03182313266840932,-0.001426789924890964,0.04125114235667592,7.142413890739451,-0.03388143902965256
ATLAS (C/2025 N1),2460780.5,A.D. 2025-Apr-15 00:00:00.0000,12.5,1.338032653461267,4.5,-6.969977271308569,0.4004172021699576,-0.01376250894570106,0.03182883896188245,-0.001427117921366657,0.04105546552241426,7.108533497148359,-0.03387933856697927
ATLAS (C/2025 N1),2460781.5,A.D. 2025-Apr-16 00:00:00.0000,12.5,1.324269593132714,4.5,-6.938145555931552,0.3989899187790865,-0.01376361245071935,0.03183460118014393,-0.001427449454468455,0.04085980098681335,7.07465523300436,-0.03387717990649557
ATLAS (C/2025 N1),2460782.5,A.D. 2025-Apr-17 00:00:00.0000,12.5,1.310505427085597,4.5,-6.906308050036197,0.3975623020634029,-0.01376472037835653,0.03184042013517693,-0.001427784580463295,0.0406641490899981,7.040779157198267,-0.03387496165606581
ATLAS (C/2025 N1),2460783.5,A.D. 2025-Apr-18 00:00:00.0000,12.5,1.296740150911103,4.5,-6.874464696473262,0.3961343484013954,-0.01376583270060758,0.03184629665455267,-0.001428123356790214,0.04046851018024122,7.006905330031622,-0.0338726823861694
ATLAS (C/2025 N1),2460784.5,A.D. 2025-Apr-19 00:00:00.0000,12.5,1.282973760229618,4.5,-6.842615437257985,0.3947060541135117,-0.01376694938706615,0.03185223158179606,-0.001428465842090731,0.04027288461418231,6.973033813254663,-0.03387034062874566
ATLAS (C/2025 N1),2460785.5,A.D. 2025-Apr-20 00:00:00.0000,12.5,1.269206250693176,4.5,-6.810760213553946,0.3932774154609443,-0.01376807040482156,0.03185822577676221,-0.001428812096240101,0.04007727275705397,6.939164670105449,-0.03386793487599875
ATLAS (C/2025 N1),2460786.5,A.D. 2025-Apr-21 00:00:00.0000,12.5,1.25543761798802,4.5,-6.778898965656552,0.3918484286443825,-0.01376919571835103,0.03186428011602307,-0.001429162180379584,0.03988167498291481,6.905297965350226,-0.03386546357916013
ATLAS (C/2025 N1),2460787.5,A.D. 2025-Apr-22 00:00:00.0000,12.5,1.241667857837267,4.5,-6.747031632976102,0.3904190898027234,-0.01377032528940767,0.03187039549326531,-0.001429516156949649,0.03968609167488978,6.871433765325016,-0.03386292514720758
ATLAS (C/2025 N1),2460788.5,A.D. 2025-Apr-23 00:00:00.0000,12.5,1.227896966003692,4.5,-6.71515815402049,0.3889893950117633,-0.01377145907690354,0.03187657281969913,-0.001429874089724213,0.03949052322541797,6.83757213797855,-0.03386031794553852
ATLAS (C/2025 N1),2460789.5,A.D. 2025-Apr-24 00:00:00.0000,12.5,1.214124938292629,4.5,-6.68327846637746,0.3875593402828417,-0.01377259703678775,0.03188281302447868,-0.001430236043845973,0.03929497003650834,6.803713152916517,-0.03385764029459585
ATLAS (C/2025 N1),2460790.5,A.D. 2025-Apr-25 00:00:00.0000,12.5,1.200351770554998,4.5,-6.651392506696451,0.3861289215614562,-0.01377373912191934,0.03188911705513418,-0.001430602085862848,0.03909943252000336,6.769856881447231,-0.03385489046844458
ATLAS (C/2025 N1),2460791.5,A.D. 2025-Apr-26 00:00:00.0000,12.5,1.186577458690458,4.5,-6.619500210669996,0.3846981347258372,-0.01377488528193473,0.03189548587801625,-0.001430972283765552,0.03890391109785117,6.736003396628743,-0.03385206669329682
ATLAS (C/2025 N1),2460792.5,A.D. 2025-Apr-27 00:00:00.0000,12.5,1.172801998650703,4.5,-6.587601513014686,0.3832669755854887,-0.01377603546310947,0.03190192047875254,-0.001431346707026379,0.03870840620238628,6.702152773317459,-0.03384916714598334
ATLAS (C/2025 N1),2460793.5,A.D. 2025-Apr-28 00:00:00.0000,12.5,1.15902538644289,4.5,-6.555696347451641,0.3818354398796841,-0.01377718960821308,0.03190842186271725,-0.001431725426639373,0.03851291827661935,6.668305088218293,-0.03384618995236906
ATLAS (C/2025 N1),2460794.5,A.D. 2025-Apr-29 00:00:00.0000,12.5,1.145247618133221,4.5,-6.523784646686538,0.3804035232759251,-0.01377834765635907,0.03191499105551379,-0.001432108515161601,0.03831744777453625,6.634460419936465,-0.03384313318571081
ATLAS (C/2025 N1),2460795.5,A.D. 2025-Apr-30 00:00:00.0000,12.5,1.13146868985068,4.5,-6.49186634238913,0.3789712213683563,-0.01377950954284672,0.03192162910347083,-0.001432496046755972,0.03812199516140681,6.60061884903095,-0.03383999486495397
ATLAS (C/2025 N1),2460796.5,A.D. 2025-May-01 00:00:00.0000,12.5,1.117688597790927,4.5,-6.459941365172265,0.377538529676137,-0.01378067519899592,0.03192833707415233,-0.001432888097235486,0.03792656091410355,6.56678045806966,-0.03383677295296621
ATLAS (C/2025 N1),2460797.5,A.D. 2025-May-02 00:00:00.0000,12.5,1.103907338220364,4.5,-6.42800964457039,0.3761054436417732,-0.01378184455197441,0.03193511605688183,-0.001433284744108996,0.0377311455214308,6.532945331686443,-0.03383346535470516
ATLAS (C/2025 N1),2460798.5,A.D. 2025-May-03 00:00:00.0000,12.5,1.090124907480374,4.5,-6.396071109017531,0.3746719586293905,-0.01378301752461698,0.03194196716328129,-0.001433686066628511,0.03753574948446464,6.499113556639938,-0.03383006991531751
ATLAS (C/2025 N1),2460799.5,A.D. 2025-May-04 00:00:00.0000,12.5,1.076341301991753,4.5,-6.364125685824705,0.3732380699229733,-0.01378419403523593,0.03194889152782501,-0.001434092145838234,0.03734037331690403,6.465285221874353,-0.03382658441816626
ATLAS (C/2025 N1),2460800.5,A.D. 2025-May-05 00:00:00.0000,12.5,1.062556518259326,4.5,-6.3321733011568,0.3718037727245427,-0.0137853739974194,0.03195589030841091,-0.001434503064625424,0.03714501754543342,6.431460418582283,-0.03382300658278475
ATLAS (C/2025 N1),2460801.5,A.D. 2025-May-06 00:00:00.0000,12.5,1.048770552876783,4.5,-6.300213880008842,0.3703690621522902,-0.01378655731982496,0.03196296468694418,-0.001434918907772949,0.0369496827100976,6.397639240269579,-0.03381933406274999
ATLAS (C/2025 N1),2460802.5,A.D. 2025-May-07 00:00:00.0000,12.5,1.034983402531708,4.5,-6.268247346181703,0.3689339332386544,-0.01378774390595695,0.03197011586994125,-0.001435339762013938,0.0367543693646889,6.363821782822412,-0.03381556444347757
ATLAS (C/2025 N1),2460803.5,A.D. 2025-May-08 00:00:00.0000,12.5,1.021195064010858,4.5,-6.236273622257175,0.3674983809283409,-0.013788933653933,0.03197734508915093,-0.00143576571608846,0.03655907807714746,6.330008144576571,-0.03381169523993217
ATLAS (C/2025 N1),2460804.5,A.D. 2025-May-09 00:00:00.0000,12.5,1.007405534205666,4.5,-6.204292629572419,0.3660624000762885,-0.01379012645623853,0.03198465360219251,-0.001436196860802347,0.03636380942997496,6.29619842638909,-0.03380772389424909
ATLAS (C/2025 N1),2460805.5,A.D. 2025-May-10 00:00:00.0000,12.5,0.9936148101180051,4.5,-6.172304288193767,0.36462598544557,-0.0137913221994662,0.0319920426932145,-0.001436633289088251,0.03616856402066224,6.26239273171231,-0.03380364777326576
ATLAS (C/2025 N1),2460806.5,A.D. 2025-May-11 00:00:00.0000,12.5,0.9798228888662139,4.5,-6.140308516889856,0.3631891317052389,-0.01379252076403958,0.03199951367357375,-0.001437075096069109,0.03597334246213166,6.228591166670441,-0.03379946416595852
ATLAS (C/2025 N1),2460807.5,A.D. 2025-May-12 00:00:00.0000,12.5,0.9660297676914151,4.5,-6.108305233104069,0.3617518334280998,-0.01379372202392009,0.03200706788253734,-0.001437522379123981,0.03577814538319437,6.194793840138757,-0.03379517028078213
ATLAS (C/2025 N1),2460808.5,A.D. 2025-May-13 00:00:00.0000,12.5,0.9522354439641297,4.5,-6.076294352926271,0.3603140850884249,-0.01379492584629562,0.03201470668800873,-0.001437975237956378,0.03558297342902324,6.161000863825485,-0.03379076324290855
ATLAS (C/2025 N1),2460809.5,A.D. 2025-May-14 00:00:00.0000,12.5,0.9384399151912148,4.5,-6.044275791063786,0.3588758810595887,-0.01379613209124921,0.03202243148728075,-0.001438433774665111,0.03538782726164218,6.127212352356506,-0.03378624009136223
ATLAS (C/2025 N1),2460810.5,A.D. 2025-May-15 00:00:00.0000,12.5,0.9246431790231427,4.5,-6.012249460811631,0.3574372156116415,-0.01379734061140758,0.03203024370781855,-0.001438898093817491,0.03519270756043217,6.09342842336299,-0.03378159777604971
ATLAS (C/2025 N1),2460811.5,A.D. 2025-May-16 00:00:00.0000,12.5,0.9108452332616412,4.5,-5.980215274021929,0.3559980829087979,-0.01379855125156761,0.03203814480807605,-0.001439368302524906,0.03499761502265475,6.059649197572031,-0.03377683315468117
ATLAS (C/2025 N1),2460812.5,A.D. 2025-May-17 00:00:00.0000,12.5,0.8970460758677202,4.5,-5.948173141072503,0.3545584770068586,-0.01379976384830185,0.03204613627834994,-0.001439844510520415,0.03480255036399371,6.02587479890044,-0.03377194298958248
ATLAS (C/2025 N1),2460813.5,A.D. 2025-May-18 00:00:00.0000,12.5,0.8832457049701009,4.5,-5.916122970834587,0.3531183918505474,-0.0138009782295431,0.03205421964167634,-0.00144032683023802,0.03460751431911548,5.992105354551763,-0.03376692394439664
ATLAS (C/2025 N1),2460814.5,A.D. 2025-May-19 00:00:00.0000,12.5,0.8694441188740727,4.5,-5.884064670639613,0.3516778212707687,-0.01380219421415086,0.03206239645477472,-0.001440815376893158,0.03441250764224878,5.958340995116655,-0.0337617725806733
ATLAS (C/2025 N1),2460815.5,A.D. 2025-May-20 00:00:00.0000,12.5,0.8556413160707869,4.5,-5.851998146245043,0.3502367589817878,-0.01380341161146352,0.0320706683090448,-0.001441310268563606,0.03421753110778448,5.924581854676735,-0.03375648535434581
ATLAS (C/2025 N1),2460816.5,A.D. 2025-May-21 00:00:00.0000,12.5,0.8418372952470077,4.5,-5.819923301799165,0.3487951985783295,-0.01380463022084243,0.03207903683161998,-0.001441811626270154,0.03402258551089597,5.890828070912017,-0.03375105861209318
ATLAS (C/2025 N1),2460817.5,A.D. 2025-May-22 00:00:00.0000,12.5,0.8280320552953163,4.5,-5.787840039804798,0.3473531335325892,-0.01380584983121576,0.03208750368648064,-0.001442319574056096,0.03382767166818099,5.857079785212004,-0.03374548858758399
ATLAS (C/2025 N1),2460818.5,A.D. 2025-May-23 00:00:00.0000,12.5,0.8142255953247687,4.5,-5.755748261081878,0.345910557191179,-0.01380707022063463,0.03209607057562678,-0.001442834239064578,0.03363279041832541,5.823337142790664,-0.03373977139759508
ATLAS (C/2025 N1),2460819.5,A.D. 2025-May-24 00:00:00.0000,12.5,0.8004179146719849,4.5,-5.723647864728817,0.3444674627719831,-0.01380829115585034,0.03210473924030607,-0.001443355751613451,0.03343794262278998,5.789600292805296,-0.03373390303799448
ATLAS (C/2025 N1),2460820.5,A.D. 2025-May-25 00:00:00.0000,12.5,0.7866090129126475,4.5,-5.69153874808263,0.3430238433609541,-0.01380951239192652,0.03211351146228641,-0.001443884245267387,0.03324312916652047,5.755869388479513,-0.03372787937957012
ATLAS (C/2025 N1),2460821.5,A.D. 2025-May-26 00:00:00.0000,12.5,0.7727988898733642,4.5,-5.659420806677759,0.3415796919088243,-0.01381073367189486,0.03212238906516186,-0.001444419856907467,0.03304835095868266,5.722144587230487,-0.03372169616368508
ATLAS (C/2025 N1),2460822.5,A.D. 2025-May-27 00:00:00.0000,12.5,0.7589875456438534,4.5,-5.627293934203592,0.3401350012277592,-0.01381195472645689,0.03213137391566026,-0.00144496272680079,0.03285360893342278,5.688426050800628,-0.0337153489977181
